content,Label Asli,Prediksi
mantap,Positif,Positif
Pelayanan saat berkendara ataupun membeli makanan memuaskan,Positif,Positif
Hati2 yg punya gopay masa di blokir kenapa gojek mau mencuri uang kastamber nya,Negatif,Negatif
Pengalaman saya memakai gocar pembayaran pertama saya memakai tunai saya ganti pembayaran pakai gopay sudah sukses tapi di hp driver tetap tunai dan saya tetap disuruh pembayaran tunai sedangkan saldo gopay saya kepotong dan laporan saya tidak ada respon melapor dari tgl 25 November sampai sekarang tidak ada tindakan atau pun info,Negatif,Negatif
Hemat harga ongkir terlalu mahal pilih yang Deket harga 10 RB jadi harga 21 RB kesel aplikasi nyuappp,Negatif,Negatif
Good,Positif,Positif
Mantap,Positif,Positif
Mantap,Positif,Positif
Kenapa link sms verifikasi tidak masukmasuk,Negatif,Negatif
Msh ada bbrp daerah yg belum terjangkau Jd agak lm cari driver,Positif,Positif
Gabisa login di HP baru hhu udah tlp cs disuruh kirim poto KTP sama selfi ke email udah di kirim malah gak di respon mana mau upgrade gopay pake KTP suami gagal terus jadi nggak punya gopay premium gabisa tf sesama gopay dan bank kesell,Positif,Negatif
Ntap,Positif,Positif
Ok,Positif,Positif
Sangat bermanfaat,Positif,Positif
Kenpa harus ikutan dan ada gopay coin Buat kita yg ga make tokped sungguh tidak berguna Kalo downgrade lg aja bisa gak ya,Netral,Negatif
sopan santun nya top baik,Positif,Positif
Untuk map nya ga sesuai  ga update  driver nya keras kepala rata ga menghargai customer  dan malas untuk menghampiri customer mayoritas drivernya begitu sangat buruk pelayanan,Negatif,Negatif
Best Excellent,Positif,Positif
sangat mudah dipakai Tetap pertahankan min,Positif,Positif
Bagus,Positif,Positif
Aplikasi KONTOLLLLLLLLL,Negatif,Positif
tops aplikasigratisan adain dong,Positif,Positif
Sangat membantu,Positif,Positif
Kenapa tiba tiba g bisa login lagi aplikasi tolong benerin dong jangan mengecewakan terus jelek no rekomen,Negatif,Negatif
Git,Positif,Positif
Sangat membantu,Positif,Positif
Perjalanan makin singkatkapan pun kita membutuhkan nya ,Positif,Positif
Makin lama makin gajelas gojek nya udh 2 THN makekebanyakan update sering error waktu transaksi Pindah dana aja,Negatif,Negatif
Klo mau pesen harus tunggu dlu sejam 2 jam kan jdinya telat mhon bisa tuk tepat waktu atuh lain kli jngn lama bngt gliran dah jadwalnya dateng pada sibuk gada yg bisa ambil orderan gw,Negatif,Negatif
Percuma ada voucher tapi ngga bisa di gu nain,Negatif,Negatif
Mntp guys,Positif,Positif
saya ubah ulasan saya kembali ke bintang 5terimakasih telah menjawab keluhan saya,Positif,Negatif
Mantap,Positif,Positif
Top,Positif,Positif
Good,Netral,Positif
Sangat membantu,Positif,Positif
Tolong dong buka map di kota pati di pati belum ada,Positif,Positif
Awalnya ongkir 25rbu Saat dikonfirmasi dan ok Tiba jadi 35rbu Dicancel tidak bisa karena driver sdh otw Semoga lebih baik Mencari rezeqi jgn smpai dzalim ke org lain Otw uninstal Sorry,Negatif,Negatif
Isi saldo gopay tapi saldo ngga masuk Saldo mbanking ku sdah terkurang Ini kenapa yah,Negatif,Negatif
janck gue mesan gocar pas hujan tapi gada driver padahal kan naik mobil dasar pemalas para driver dikasi duit gamau,Positif,Negatif
Ok,Positif,Positif
Aplikasi ngelag lg buat pesen gofood rilod sendiri pdhl ram aman sinyal aman,Negatif,Negatif
Mau tanya biaya Aplikasi itu apa ya,Negatif,Negatif
Di antar cepatnuhun,Positif,Positif
Sangat bgus dikla ada trebel di jlan ada pengganti dijalan,Positif,Positif
Pelayanan cepat,Positif,Positif
Kenapa susah banget cari driver kalau malam udah dekat sama titik jemput langsung di cancel padahal dari awal driver bilang bisa dan nyuruh kita nunggu Tolong buat driver kalian gk mau kan pas udah jalan tiba di cancel penumpang Gitu juga kami sebagai penumpang Kecewa sama sikap driver sekarang Entar gk ada customer pening Pake akal ya kalau mau cancel setidaknya kasih pemberitahuan dari awal jadi gk capek nungguin dan di PHPin Pake akal kalian para driver,Negatif,Negatif
good,Positif,Positif
sambal nya pedass tapi gpp tetep enak,Positif,Positif
gak bisa buka GoTransit minta nyalain GPS mulu padahal sudah nyala,Negatif,Negatif
Sangat membantu,Positif,Positif
Mudah banget,Negatif,Positif
Sangat puas dan menyenangkan,Positif,Positif
Drivernya cepat tanggapcuma lebih di tingkat kan untuk komunikasi driver dgn pelanggan koperatifjangan bakusy perhatikan driver2x gojek kurang koperarif dgn pelanggannya,Positif,Positif
Saya topup 40000 di gopay pake mbangkin bca virtualaqun sudah 4 hari saldo saya belum masuk dri tgl23 sekarang dah 26 desember ini kenapa pihak gojek ko bisa bisa nya saldo gak masuktolong itikad baik nya kembalikan saldo saya meski cuma 40000 tpi kan snagat berarti dan bergunakecewa anjirrrrbalikin saldo gua,Negatif,Negatif
tolong akun saya segera di aktifin dong,Positif,Negatif
Kenapa gabisa lagi beli rokok lewat go mart ngentod,Negatif,Negatif
Luar biasa tepat waktu dan ramah,Positif,Positif
Gabisa gabung promo percuma,Netral,Negatif
Ok,Positif,Positif
promo gofudnya kurang banyak dan makin banyak syarat,Netral,Negatif
Mahal ajg,Negatif,Negatif
us,Positif,Positif
Manstaaaabbbb,Positif,Positif
Gojek harus berbenah aplikasi harus pasang juga faktor urgent jangan biarkan pelanggan yg butuh cepat dikasih driver yg jaraknya jauh Ingat gojek tidak sendiri Aplikasi online yg lain juga ada Untuk saat ini aplikasi saya copot karena nggak nyaman dengan pemilihan driver,Negatif,Negatif
Memudahkan hidup,Positif,Positif
Terkadang agak mahal tapi kalo pas promo mantap ko,Positif,Positif
Karya anak bangsa kualitas dunia,Positif,Positif
Membantu sekali,Positif,Positif
Order gofood tapi ga dapet driver  aplikasi bermasalah atau gara pakek cover ,Negatif,Negatif
Sangat membantu sekali,Positif,Positif
Gojek udh beberapa hari ini gk bisa loading gk bisa minta bantuan karena halaman gojek gk bisa kebuka sama sekali sering juga dapet notif maaf server kami sibuk tolong lah dibenerin sinyal normal buka aplikasi lain lancar,Negatif,Negatif
ok sangat membantu,Positif,Positif
Coba dulu,Negatif,Positif
Simpel,Positif,Positif
Mntap,Positif,Positif
Tolong dong perbaikin tingmat pelayanan sy ada komplen gopay tdk bsa d pake itu urgent kok tdk ad penanganan sama skali kecewa skali sy alasan nya tdk ad jari gan intrnet pdhal sy pake wifi alsan macam apa,Negatif,Negatif
ok,Positif,Positif
Gimana nih sya sudah top up tapi masih belum masuk saldonya padahal sudah berhasil,Netral,Negatif
Semoga slalu amanahmakasih sukses slalu,Positif,Positif
Banyak driver pencuri gopay ngedit harga gak kira  Perbaiki lagi keamanan sistem pembayaran nya  Goshop banyak driver seenaknya makan gopay ,Negatif,Negatif
Cepat dan ramah bapak gojek,Positif,Positif
Membantu,Positif,Positif
Appnya ok penggunaannya mudah Cuma mungkin promo2nya lebih bnyk dan lebih sering lg,Positif,Positif
Sogoood,Positif,Positif
lebih di tingkatkan lagi,Positif,Positif
Coba dulu,Netral,Positif
promonya diskon 70 tapi maks 20rb mending langsung aja diskon 20 kalo gitu,Negatif,Negatif
Mantap lah suka dgn gojek,Positif,Positif
Mantap,Netral,Positif
Ok ok Selalu ada disaat butuh,Positif,Positif
Baik dan oke,Positif,Positif
kadang map nya ngaco nih perbaiki yaa,Positif,Positif
App ini Sangat membantu banget buat sehari2 ,Positif,Positif
Jlkmandoran GGselon RT0303 no47,Positif,Positif
Driver lama bner,Negatif,Negatif
Buat daftar akun aja ribetnya kebangetan ko jadi sampah gini,Negatif,Negatif
Mantap,Positif,Positif
Bgus,Positif,Positif
Semoga bisa mensejahterakan drivernya,Positif,Positif
Aplikasi paling membantungga ribet dan sll ada aja reward nya Cuma klo saran kasih kupon diskon nya sesuai kan dengan apa yg sering dipesan pelanggan dong Ky saya sering pake goridekupon diskon nya malah dikasihnya gofood kan ngga kepake,Positif,Negatif
Keren GOJEK ,Positif,Positif
Mntap,Positif,Positif
Untuk layanan pembayaran PBB di Banyuwangi kok susah kenapa ya,Positif,Negatif
Sangat membantu,Positif,Positif
sippaplikasi mantaaappsangat bermanfaat,Positif,Positif
Bagus sih overall,Positif,Positif
Ksh bintang 2 dlu Soalnya managemntnya g sebagus dlu Ini di kasih promo bli di minmarket hbs buat blnja gopay nya d blok Dah gt g ada no cutmer servis lagi trs dana saldoku d gopay d buat apaan,Negatif,Negatif
Mantap,Positif,Positif
Perfec,Positif,Positif
Sangat membantu,Positif,Positif
Senang,Positif,Positif
gila susah banget nyari driver nyauda pesen 10kali lebih masih ga ada aja cepet diperbaiki y,Negatif,Negatif
Sangat membantu,Positif,Positif
Banyakin promonyaaa,Positif,Positif
Bagus,Positif,Positif
Thanks buat smua Driver Gojek slruh Indonesiasmg sllu diberi kshtan dan kberkahan hdup buat kita smuaalpliksi ini ttp jd yg terfavouritesangat membantu sklitrima ksh gojek Indonesia,Positif,Positif
Sangat membantu sekali Terimakasih ,Positif,Positif
KENAPA NGGA BISA NGEMBALIIN AKUN LAMA SIIIH TADINYA SEBELUM ISI GOPAY AKU BISA NGAKSES GOJEKTERUS PA AKU ISI GOPAY MALAH AKUN AKU GA BISA MASUKKATANYA AKU HARUS VERIFIKASI DULU BARU MASUK PADAHAL SEBELUM ISI GOPAY GAADA TUH SURUH MASUKIN PIN KECEWA BANGETTTTTT,Negatif,Negatif
Driver2x sangat ramah Semoga kedepanx aplikasi makin banyak layanan publikx lagi,Positif,Positif
Terimakasih,Positif,Positif
Ok,Positif,Positif
Ahayde,Positif,Positif
Ok,Positif,Positif
HARGA SANGAT MAHAL UNTUK TUJUAN LOKASI TERDEKAT DAN TIDAK ADA PROMO UNTUK GOJEK DAN GOCAR SAYA SANGAT  SANGAT KECEWA DENGAN APLIKASI INI DIKIRA SAYA BANYAK UANG DIKIRA UANGNYA DARI POHON KALI ASAL CABUT BUANG  BUANG UANG MENGHABURKAN UANG DAN MENANAM KEMBALI UANGNYA DARI POHON SAYA SANGAT TOLONG UNTUK BANYAKKIN ATAU MEMPERBANYAK PROMONYA KHUSUS NYA GOJEK GOCAR SAYA NGGA TAU MENAU POKOKNYA DAN INTINYA MURAH HARGA NYA SANGAT MURAH TERIMA KASIH SAYA KOMPLAIN ITU ,Negatif,Negatif
Susah banget cantumin alamat yg benar di aplikasi ini mau pesen makan jadi ragu disini karna titik udah akurat tapi nama alamatnya yg gak akurat jangan hanya lokasi terkenal aja dong yg akurat kalo kaya alamat rumah begini kenapa tidak pernah akurat selalu Lokasi Tidak Ketemu Cek ejaan mu emang yg benar tuh gimana,Negatif,Negatif
Mantap,Positif,Positif
Saya heran di dekat saya ada banyak driver yg mangkal tapi kenapa aplikasi ngasih driver yg jauuuuhhhhh banget dari lokasi customer dijemput,Negatif,Negatif
Mantaaaappp,Positif,Positif
Kenapa yaaa Agak trouble padahal pengen beli tapi gk bisa internet juga lancar tapi fitur nya yg gk bisa,Negatif,Negatif
Sngt bgus,Positif,Positif
Mantaff ,Positif,Positif
Mantap,Positif,Positif
Gojek saya masuk ko lama loading,Negatif,Negatif
kerennnnn,Positif,Positif
I cant top up Go Pay and Ive tell this issue to your official media social Not any response from your admin This problem and your response make me feel very disappointed,Negatif,Positif
Byk diskon wk,Positif,Positif
Baik,Positif,Positif
Gojek adalah cerminan Merah Putih dan One Indonesia serta NKRI saat ini Gojek bukti Persatuan Indonesia diterapkan  diimplementasikan hingga akar rumput masyarakat Tetaplah selalu ada di hati kami dalam mewujudkan impian semuanya,Positif,Positif
Mantuulll,Positif,Positif
di update malah alamat tidak bsa otomatis tersimpan aplikasi sampah,Negatif,Negatif
xa,Negatif,Positif
Sangat buruk saya sudah seminggu menunggu saldo gopay masuk saya sudah bolak balik ke konter tapi tidak ada hasil ini sama saja di katakan pencuriga,Negatif,Negatif
Ok,Positif,Positif
Aplikasi membantu dan sampai saat ini masih bagus,Positif,Positif
Mantap,Positif,Positif
Mantap,Positif,Positif
Bagus,Positif,Positif
Good,Positif,Positif
Heran sama gopaylater lama2 kok error teruspagi dipakai untk transaksi bisasiang udh nggk bisa lagidikomplain jga customer servisnya lama blsnyatolong dong dibenahi lagibayar tepat waktu tpi klo gopaylaternya gitu melulu kan sya repot jg,Negatif,Negatif
Ramah dan cepat,Positif,Positif
bintang 1 dulu karena ga bisa gabung voucher lagi,Negatif,Negatif
Mengecewakan,Negatif,Negatif
Perjalanan jadi lebih nyaman,Positif,Positif
Baguss,Positif,Positif
Mantap,Positif,Positif
Sangat mrmbantu,Positif,Positif
Menyenangkan,Positif,Positif
Sangat membantu dalam perjalana,Positif,Positif
Mantap Sahabatku,Positif,Positif
Ko gak ada gopay letter ya,Netral,Positif
Pelayanan memuaskan,Positif,Positif
Trimakasih gojek  dengan adanya gojek saya merasa sangat terbantu mau kemana2 gampang,Positif,Positif
Sangat membantu sekali,Positif,Positif
Wangel giliran lupa pin cuman sekali tiba tiba banyak aksi terus coba lagi 1 jam,Netral,Negatif
pengemudinya mantaf cepat dan aman,Positif,Positif
Saya bangga buatan Indonesia thank you Indonesia,Positif,Positif
Suka sekali,Positif,Positif
Apl yg sangat membantu  mudah diaplikasikan,Positif,Positif
Mantap,Positif,Positif
Super sekali semua pengemudi nya,Positif,Positif
Good,Positif,Positif
Ok deh,Positif,Positif
Good,Positif,Positif
menyalamatkan kekasihku yang lagi sakit,Positif,Positif
Mau login aja susah minta ampunlink udh dikirim namun pas di klik sinyal langsung lemot Outo uninstall,Negatif,Negatif
Ok banget,Positif,Positif
Gopay Saya Tidak bisa dibuka padahal ada saldo 75ribu,Negatif,Negatif
Bintang 1 karena CS nya tidak kompeten Sy pernah mengajukan keluhan krna akun sy diretas krna saat itu sy hubungkan ke google play hal ini membuat sy kehilangan beberapa rp uang sy tp tidak ada solusi dr pihak gojek Utk keluhan2 yg lain pun sama semua laporan cenderung tidak ada solusi dan malah balasanny dr laporan tsb tidak jelas setelah itu laporan ditutup scr sepihak,Negatif,Negatif
Lumayan,Positif,Positif
Bagus banget app nya,Positif,Positif
Cepat dan sopan,Positif,Positif
Ok,Positif,Positif
Ok,Positif,Positif
Bagus,Positif,Positif
 Kode otp lama banget d krm kaga jelas adminya semuatidur kali ya pas kerja,Negatif,Negatif
saya tunggu top up menggunakan metode gopay later,Netral,Negatif
Mantap membantu memudahkan,Netral,Positif
Brusan aku isi saldo lwat mbanking 200 tpi stlh d cek yg masuk cuma 112 gma yy,Negatif,Negatif
Mantab banget ini aplikasi b Yo Kebutuhan terselesaikan dlm satu genggaman,Positif,Positif
Nyaman dan banyak promonya,Positif,Positif
Aplikasi ini lama2 kapitalis banget Biaya2 tambahanya banyak banget harga makanannya naik 50 dari harga asli Sistem pemilihan ntuk driver pick up nya jg lama Pesanan harus nunggu hampir satu jam Pesanan gk bisa dicancel keburu kelaperan orang nunggui pesanan doang,Negatif,Negatif
Cror,Positif,Positif
Oke,Positif,Positif
sangat memudahkan kebutuhan sayamakasih gojek,Positif,Positif
Mantap,Positif,Positif
Banyak promomantul,Positif,Positif
Ok,Positif,Positif
Aplikasi terbaik sangat membantu,Positif,Positif
Vocher yg dimiliki pribadi susah utk digunakan banyak skk nya Dan gak bisa digunain 2 promo,Netral,Negatif
Dapet driver gx mau antar alasan macet sama bayar pake gopay,Negatif,Negatif
Banyakin Promo dongs,Positif,Positif
Mantap ,Positif,Positif
Sya mau pesen go food tapi ongkir nya mahal bngtd padahal cuman 1 kilo doank,Positif,Negatif
Pencarian Driver lama,Negatif,Negatif
Mantab,Positif,Positif
Sangat membantu cari makan saat lagi rebahan,Positif,Positif
sangat membantu yg sedang tidak sempat masak kayak aku ini pulang kerja udah capek ya gofood aja simple tengkiu Gojek,Positif,Positif
Banyakin terus promo nya ya,Positif,Positif
Saya senang menggunakan Gojek tepat dan playanan baik,Positif,Positif
Oke,Positif,Positif
Sangat memuaskan,Positif,Positif
Sangat membantu pd saat kami membutuhkan jasanya Trims Gojek ,Positif,Positif
SEMAKIN LAMBAT,Netral,Negatif
Saya lebih nyaman dan nyantai,Positif,Positif
ngelek bener,Negatif,Negatif
Ok,Positif,Positif
Good,Positif,Positif
Seluruh driver ojol baik dan bersih Khususnya Gojek,Positif,Positif
Aplikasi gak jelas tiba saldo di blokir padahal gak dipake apaapa liau uang 2jt yang mau download buat nyimpen saldo hati hati nanti nyesel,Negatif,Negatif
Jelek jadi tambah ribet gak semudah dana,Negatif,Negatif
Sori min gw kasih bintang 1 Gara2 driver lo salah ga terima malah ngeroyok,Negatif,Negatif
Ok,Positif,Positif
Cuma 1menit dari waktu laporan gagal bayar langsung selesai tyvm,Positif,Negatif
Terbantu banget dengan aplikasi ini,Positif,Positif
Sampai dengan amanah,Positif,Positif
Tolong diperbaiki lah server nya masa ngga bisa isi saldo lewat Alfamart,Negatif,Negatif
Pelayanan cepat,Positif,Positif
Bagus,Positif,Positif
Sekarang semakin mahal  lama dapat drivernya,Negatif,Negatif
Udah masuk nomer tapi ga ada SMS dari gojek udah di ulang berapa kali pun sama,Negatif,Negatif
Kenapa transfer ke rekening maupun bank gagal trus padahal kemarin2 masih normal2 sajah tolong bantuannya kl tranfer nya kembali normal saya akan tambahin lagi bintangnya,Positif,Negatif
Masa iya topup tapcash bni 2x saldonya gak masuk gopay kepotong 43000 Layanan ini harusnya mempermudah  malah jd dipersulit tapcash bni gak sama sekali terisi Seakan akan merasa ditipu,Negatif,Negatif
Bgus,Positif,Positif
Trllu sring upt mllu jdi sy ksih 3 aj dlu ya minnmin sblun s x gpp deh upt y min,Netral,Positif
Aplikasi eror tiap mau ganti nomor lama jadi nomor baru tidak bisa padahal caranya sudah benar Aplikasi ngkk guna,Negatif,Negatif
Aplikasi yg sangat terpercaya,Positif,Positif
Trimaksih bnyak,Positif,Positif
Alhamdulillah,Negatif,Positif
Memuaskan,Positif,Positif
Pelayanan sangat memuaskan,Positif,Positif
Sangat memudah kan klo mau cari makan,Positif,Positif
tolong bantu kenapa ga bisa masuk akun,Netral,Negatif
Bagus bagus layanannya sangat lengkap,Positif,Positif
Memuaskan,Positif,Positif
Mantapp gojek sangat membantu,Positif,Positif
Produk oke dan layanan baik hanya di promo perjalanan yang kurang hehe,Positif,Positif
aplikasi nya sebenarnya bagus tapi akun gopay saya di blokir secara tiba dan saya tidak tahu alasannya mengapa,Negatif,Negatif
update nya lama keburu batal pesen makan nya,Negatif,Negatif
Kok saya gak ada fitur gomed nya ya,Positif,Positif
mantappp,Positif,Positif
Sangat membantu dalam pekerjaan,Positif,Positif
Mantap,Positif,Positif
Ok,Positif,Positif
Apl sangat mebantu,Positif,Positif
ok,Positif,Positif
Kenapa ya gopaylater ga bisa d gunakan ,Negatif,Negatif
Bagus sekali,Positif,Positif
Mantap lah pokokny,Positif,Positif
Kecewa banget sekarang pelayanannya ga kaya dulu Padal udh dapat driver tp drivernya ga jalan jalan akhirnya otomatis batal tp saldo gopay ilang Lemot pelayanan juga cs nya gabisa di chat malah ngasih penjelasan sepihak doang Cari drivernya makin susah gaada yg ngambil orderan,Negatif,Negatif
Baii,Positif,Positif
Ekonomis aman nyaman tepat waktu pokoke Gojek is the Best,Positif,Positif
Good,Positif,Positif
Terima kasih gojek,Positif,Positif
Good,Positif,Positif
Bagus enak di gunakan,Positif,Positif
Sorry to say gojek makin menurun Bintang 1 deh pelit bgt ngasi promo,Negatif,Negatif
Ok,Positif,Positif
Sangat membantu,Positif,Positif
Keren,Positif,Positif
Mantap,Positif,Positif
Memuaskan dan memudahkan aktifitas saya,Positif,Positif
Good,Positif,Positif
Terima kasih gojek,Positif,Positif
Sangat membantu,Positif,Positif
Nyaman dan tepat waktu,Positif,Positif
Smua jadi mudah,Positif,Positif
Saya baru aja claim voucher dari go club voucher nya tiba tiba hilang dan saya udah report ke cs gojek voucer sudah dinyatakan hangus sudah dipakai Padahal saya belum memakai voucer itu sama sekali dan tanggal hangusnya voucher itu 2 Agustus 2022 saya sudah kasih tanda bukti bahwa voucer masih tertera di halaman go club tapi tidak bisa di pakai dan saya sudah kasih bukti riwayat transaksi gopay pada hari voucher itu hilang Jika masalah ini bisa selesai saya akan ganti ulasan saya,Negatif,Negatif
Update pembaruan bukannya tambah lancar tp malah tambah berat dan sering crash saat menunggu pesanan ,Netral,Negatif
Punya gopaylater tp ga bisa di pakehahahaaplikasi guoblokmakin kesini makin parah aja nih aplikasiga gojekga tokpedsama2 guoblok,Negatif,Negatif
Cool,Positif,Positif
Aplikasi nya sngt membantu,Positif,Positif
Wow t o p b g t daaaah,Positif,Positif
Senang sekali,Positif,Positif
Kenapa tidak bisa pemulihan akun padahal saldo saya buat kerja di akun itu selalu saja yah ada sedikit masalah padahal aplikasi sudah update,Negatif,Negatif
Not bad,Positif,Positif
Aplikasinya kurng bagus kendalanya banyak bat salah satunya gopay bisa tiba tiba terblokir entah kenapa untuk pihak gojek kyk nya kurang peduli terhadap org org yang melakukan TRX tapi malah di blokir pdhl tidak melakukan hal hal yang merugikan org lain,Negatif,Negatif
Aku suka,Positif,Positif
Ok,Positif,Positif
Kasih bintang tiga dulu soal ea Blom bisa masuk,Netral,Positif
Good,Positif,Positif
Transaksi saya kok ngga masuk dari siang tadi sampe sekarang gimna gopay ini,Negatif,Negatif
alhamdulillah Gojek selalu memberikan terbaik lebih dibanyakin lagi ya voucher nya hehe,Positif,Positif
Draivernya cepat respon,Positif,Positif
Ngebantu bgt,Positif,Positif
cepat mudah dan tepat,Positif,Positif
Voucher gofood q hilang cuma gara2 ganti nama doank,Positif,Negatif
Paylaterku kenapa diblokir Apa karena jarang pake Padahal klo pake ak selalu bayar tepat waktu bahkan sebelumnya,Negatif,Negatif
Terbantu,Positif,Positif
uang,Netral,Positif
Good,Positif,Positif
mantap tepat waktu sesuai pesanan lovegojek ,Positif,Positif
Mantap terima kasih ,Positif,Positif
good,Positif,Positif
Sangat bagus,Positif,Positif
Banyakin diskon dong,Positif,Positif
Transaksi lebih mudah,Positif,Positif
Tolong untuk ALAMAT TERSIMPAN supaya bisa di edit manual soalnya terkadang No Rumah atau nama jalan tidak sesuai dengan titik koordinat yang saya tetapkan Contoh seperti ojol sebelah selain alamat disimpan dengan menentukan koordinat tambahin juga kolom isian untuk detail alamat CONTOH  Alamat sesuai titik  Jl Sukamaju No 130 Detail Alamat  Perum Kertasari Blok V No 97,Positif,Negatif
Mau pesan makan susah tinggal bayar ga bisa loading mulu,Negatif,Negatif
Oke,Positif,Positif
Siippp lah,Positif,Positif
Beberapa promo syaratnya sudah terpenuhi tapi saat pemesanan kenapa tidak bisa di pakai ya,Negatif,Negatif
Cukup puas,Positif,Positif
Dulu setiap mesen di gofood selalu bisa memakai 2 voucher tapi akhir ini kenapa cuma bisa pakai salah satu saja ,Negatif,Negatif
Over all bagus tp msh sering lemot kl di buka hrs ulang ulang trs ngeselin,Netral,Positif
Kenapa Akun Gopay Saya Jadi Reguler Lagi Min Padahal Pake Ktp Asli Dan Sering Digunakan,Negatif,Negatif
Ok,Positif,Positif
Baik,Positif,Positif
Lama kali mendaptkan driver sekali nya dapat jauh banget  aplikasi tidak berguna,Negatif,Negatif
Mantapp nyaman,Positif,Positif
Sangat meembantu,Positif,Positif
Sy suka,Positif,Positif
Membantu disaat mager melanda,Positif,Positif
Tadi saya pesen ojek eh ternyata si ank udh di rmh llu saya cmn bayar ojek ya krna udh sampe ehh ada notif lgi ojek lgi di jln ya udh ak cancel lh gmn error bngt apk ya,Netral,Negatif
Solusi di setiap keterbatasan,Positif,Positif
Ga bisa melihat lokasi saat ini Mau pakai takut ga akurat mapsnya,Negatif,Negatif
Bagi mana saya beli paketan malah gak masuk2 udah tapu paketnya penting buat saya narik  Parah ni sistem,Negatif,Negatif
Sangat suka gojek,Positif,Positif
Ini gimana sih setiap buka aplikasi nge close sendiri terus  Sampe berkali uninstall terus download lagi,Negatif,Negatif
Pokeke okeh bgtttt,Positif,Positif
Terimakasih gojek,Positif,Positif
Begitu update gopaylaternya ada gangguan terus kenapa x ya Sudah direfresh didelete pun tetap sama,Negatif,Negatif
KECEWA TOP UP GOPAY CUMA LEWAT BCA DIKIRA SEINDONESIA MAKE BCA APA sayang biaya admin woy,Negatif,Negatif
terbantu apalagi dgn promonya,Positif,Positif
Hooh,Positif,Positif
Ada grtsan lagi dong min kaya dulu2 hehe Overall aku suka sih apk nya Langganan apa2 pake gojek hihi Sukses terusss,Positif,Positif
Excellent,Positif,Positif
Best,Positif,Positif
Nice,Positif,Positif
Mantap,Positif,Positif
Kalian harus ingat bahwa kalian semua itu hidup dari keringat para driver ojol,Positif,Negatif
Gopay pay later saya belum ada,Positif,Negatif
Kenapa ya susah banget masuk akun hp habis terinstall ulang,Negatif,Negatif
Gojek selalu di depan ,Positif,Positif
Baru pertama kali pakai gojek mantuuuulll,Positif,Positif
Cepat aman akurat Ga pake ribet,Positif,Positif
Heran padahal udah ngasih alamat yang bener tapi masih aja drivernya salah rumah,Negatif,Negatif
Aplikasi anak bangsa,Positif,Positif
Tul mantul,Positif,Positif
Bagus bangetlainn kali jangan update lagi yah memori saya tidk cukup hehe,Positif,Positif
Selalu puas,Positif,Positif
good,Positif,Positif
Sangat Membantu,Positif,Positif
Love,Positif,Positif
Bgus,Positif,Positif
Suka eror,Negatif,Positif
bagus,Positif,Positif
Full star slama pakai blom pernah dpet pengalaman buruk,Positif,Negatif
Gojek knpa makin ksini makin kesana udah gabisa gabungin voucer promo lagi jadi percuma dpt voucer juga gabkl jadi hemat jadi nya ga kepake uhhh,Negatif,Negatif
Jelek bgt tidak recomend,Negatif,Negatif
Pas kita krm uang ke rekening bank prosesnya bikin kita emosicaci maki,Negatif,Negatif
parahhh loading lama jadi males apa2 pake apk ini,Negatif,Negatif
Mohon maaf mengapa saya baru instal aplikasi ini tapi susah klo buka aplikasinunggu lama,Negatif,Negatif
Good,Positif,Positif
Hyy ye Sayyaf tdy s yg gegdbdhdhduydhrhr,Positif,Positif
Saya ga bisa daftar boskuh Ini email udah saya ketik ko masih salah juga gak bisa daftar Payah neh,Negatif,Negatif
Makin jarang dapat promo bahkan sekarang tidak pernah dapat makin lama gojek makin ngak bersaing Mengecewakan ,Negatif,Negatif
Ok,Positif,Positif
Sangat membantu dan puass,Positif,Positif
Sangat membantu sekali,Positif,Positif
Lambat banget nungguin lama cuman nyari driver gk dapatdapatpadahal lagi buruburu,Negatif,Negatif
Sangat membantu dalam bertransaksi,Positif,Positif
Good,Positif,Positif
Baik,Positif,Positif
Bgusmbantu sangat,Positif,Positif
Baik,Positif,Positif
Pesen gofood gila ongkirnya di luar nalar mahal bgt pdhl jarak terdekatt Dibawh 1km ada biaya aplikasi pula Super duper matre sama sekali gk bisa ngebantu,Negatif,Negatif
Apk sangat susah dan berat saat awal dibuka,Positif,Positif
Memiliki fitur yang lengkap,Positif,Positif
Setiap mw buka disuruh update terus ,Negatif,Negatif
Servernya gangguan,Negatif,Negatif
semoga tambah maju,Positif,Positif
Setiap mau pesen gocar pasti lamaaaaaaa,Negatif,Negatif
Bagus,Positif,Positif
Good,Positif,Positif
Baguss dngn aplikasi go Jek bisa membantu dan semoga selalu amanah,Positif,Positif
Jangn update mulu konntol,Negatif,Negatif
Kenapa saya tidak di aplikasi gojek maupun Tokopedia tidak muncul pembayaran pakai gopaypaylater padahal saya sudah bayar tagihan nya,Netral,Negatif
Bagus,Positif,Positif
Kok ngga bisA mesen,Positif,Negatif
sangat membantu,Positif,Positif
Coba di cek nomer kendaraan driver ini F4046FHL bawa motor nya kenceng banget tanpa pedulikan kastamer Kalau saya pribadi masih gaul dan muda Tapi apabila orang tua pasti bisa gak Terima dngan kecepatan itu Untuk lbih tepatnya dr RS fatmawati selasa 26 seb tadi sekitar jm 12 siang Coba d cek Saya bukan menjelekan Tapi langkah baik nya mnta persetujuan penumpang dlu kalau mau cepat2 Trnakasih,Positif,Negatif
ok,Positif,Positif
